date,census_district_name,census_state_name,commodity_name,min_price,max_price,modal_price
2023-08-30,Unnao,UTTAR PRADESH,Rice,2560.0,2600.0,2590.0
2023-08-25,Paschim Medinipur,WEST BENGAL,Rice,4600.0,5800.0,5000.0
2023-02-04,Jalaun ,UTTAR PRADESH,Wheat,2530.0,2560.0,2551.0
2023-05-26,Mau,UTTAR PRADESH,Wheat,2185.0,2285.0,2235.0
2023-01-20,Barddhaman ,WEST BENGAL,Rice,2750.0,2850.0,2800.0
2023-09-13,Auraiya,UTTAR PRADESH,Rice,2400.0,2670.0,2570.0
2023-07-30,Damoh,MADHYA PRADESH,Wheat,2125.0,2250.0,2235.0
2023-12-07,Amreli,GUJARAT,Wheat,2600.0,2800.0,2710.0
2023-01-28,Darjiling ,WEST BENGAL,Rice,4500.0,5500.0,5000.0
2023-08-02,Washim,MAHARASHTRA,Wheat,2000.0,2430.0,2300.0
2023-07-19,Auraiya,UTTAR PRADESH,Wheat,2125.0,2280.0,2240.0
2023-03-27,Ambedkar Nagar,UTTAR PRADESH,Wheat,2400.0,2470.0,2440.0
2023-08-16,Purba Medinipur,WEST BENGAL,Rice,3300.0,3500.0,3400.0
2023-05-04,Bharatpur,RAJASTHAN,Wheat,2068.0,2128.0,2082.0
2023-07-04,Kheri,UTTAR PRADESH,Wheat,2180.0,2240.0,2220.0
2023-01-04,Ujjain,MADHYA PRADESH,Wheat,2376.0,3150.0,2900.0
2023-08-14,Alwar,RAJASTHAN,Wheat,2196.0,2293.0,2285.0
2023-06-26,Mahoba,UTTAR PRADESH,Rice,2500.0,2600.0,2530.0
2023-05-03,Shajapur,MADHYA PRADESH,Wheat,1860.0,2125.0,2055.0
2023-09-02,Ashoknagar,MADHYA PRADESH,Wheat,2250.0,3500.0,2410.0
2023-03-14,Gorakhpur,UTTAR PRADESH,Wheat,2170.0,2200.0,2190.0
2023-12-02,Baran,RAJASTHAN,Wheat,2525.0,2650.0,2588.0
2023-01-03,Ballia,UTTAR PRADESH,Rice,2490.0,2610.0,2550.0
2023-08-19,Jaipur,RAJASTHAN,Wheat,2358.0,2358.0,2358.0
2023-09-25,Shivpuri,MADHYA PRADESH,Wheat,2315.0,2350.0,2330.0
2023-05-03,Kheri,UTTAR PRADESH,Wheat,2110.0,2180.0,2145.0
2023-10-31,Kota,RAJASTHAN,Wheat,2550.0,2847.0,2698.0
2023-07-20,Nagpur,MAHARASHTRA,Wheat,2200.0,2800.0,2400.0
2023-05-08,Ujjain,MADHYA PRADESH,Wheat,1858.0,2751.0,2410.0
2023-05-18,Shimoga,KARNATAKA,Rice,1900.0,2700.0,2300.0
2023-08-28,Ghaziabad,UTTAR PRADESH,Rice,2900.0,3050.0,2960.0
2023-10-19,Jhabua,MADHYA PRADESH,Wheat,2100.0,2500.0,2450.0
2023-06-17,Thane,MAHARASHTRA,Rice,3500.0,4500.0,4000.0
2023-07-25,Nadia ,WEST BENGAL,Rice,3200.0,3600.0,3400.0
2023-02-13,Dhule,MAHARASHTRA,Wheat,2481.0,2481.0,2481.0
2023-11-18,Dhar,MADHYA PRADESH,Wheat,2325.0,2400.0,2400.0
2023-10-30,Bulandshahr ,UTTAR PRADESH,Wheat,2500.0,2550.0,2500.0
2023-02-07,Aligarh,UTTAR PRADESH,Rice,2930.0,2970.0,2950.0
2023-07-10,Pune,MAHARASHTRA,Wheat,2100.0,3000.0,2400.0
2023-05-04,Sehore,MADHYA PRADESH,Wheat,1930.0,2060.0,1960.0
2023-03-31,Aurangabad,MAHARASHTRA,Wheat,2100.0,2400.0,2375.0
2023-02-13,Nashik,MAHARASHTRA,Wheat,2105.0,2400.0,2235.0
2023-11-18,Samastipur,BIHAR,Wheat,2550.0,2600.0,2550.0
2023-04-06,South Twenty Four Parganas,WEST BENGAL,Rice,4700.0,4900.0,4800.0
2023-01-11,Pratapgarh,RAJASTHAN,Wheat,2560.0,2806.0,2621.0
2023-10-08,Bankura ,WEST BENGAL,Rice,3550.0,3650.0,3600.0
2023-02-23,South Tripura ,TRIPURA,Rice,3000.0,3700.0,3500.0
2023-02-01,Panna,MADHYA PRADESH,Wheat,2300.0,2300.0,2300.0
2023-08-28,Mahamaya Nagar,UTTAR PRADESH,Wheat,2140.0,2215.0,2180.0
2023-07-18,Kheri,UTTAR PRADESH,Wheat,2250.0,2300.0,2275.0
2023-11-09,Gonda,UTTAR PRADESH,Wheat,2460.0,2490.0,2480.0
2023-10-21,Alwar,RAJASTHAN,Wheat,2480.0,2505.0,2500.0
2023-11-15,Rae Bareli,UTTAR PRADESH,Wheat,2400.0,2415.0,2410.0
2023-08-20,Tikamgarh,MADHYA PRADESH,Wheat,2220.0,2250.0,2230.0
2023-12-13,Surendranagar,GUJARAT,Wheat,2000.0,2800.0,2400.0
2023-09-19,Rae Bareli,UTTAR PRADESH,Wheat,2280.0,2290.0,2285.0
2023-04-21,Gautam Buddha Nagar,UTTAR PRADESH,Rice,7700.0,8100.0,7900.0
2023-03-05,Darjiling ,WEST BENGAL,Rice,4000.0,6000.0,5000.0
2023-06-15,Bid,MAHARASHTRA,Wheat,2150.0,2700.0,2425.0
2023-03-19,Alirajpur,MADHYA PRADESH,Wheat,2000.0,2000.0,2000.0
2023-12-19,Aurangabad,MAHARASHTRA,Wheat,2700.0,3000.0,2812.0
2023-09-15,Sagar,MADHYA PRADESH,Wheat,2170.0,2200.0,2175.0
2023-01-20,Solapur,MAHARASHTRA,Wheat,2400.0,2750.0,2400.0
2023-04-09,Gonda,UTTAR PRADESH,Wheat,2230.0,2250.0,2240.0
2023-02-07,Birbhum,WEST BENGAL,Rice,3200.0,3400.0,3300.0
2023-12-07,Rajgarh,MADHYA PRADESH,Wheat,2450.0,2560.0,2510.0
2023-05-30,Hanumangarh,RAJASTHAN,Wheat,1900.0,2171.0,2151.0
2023-01-11,Varanasi,UTTAR PRADESH,Wheat,2670.0,2760.0,2715.0
2023-04-21,Meerut,UTTAR PRADESH,Wheat,2150.0,2230.0,2160.0
2023-06-13,Osmanabad,MAHARASHTRA,Wheat,2500.0,3200.0,3000.0
2023-09-28,Nagpur,MAHARASHTRA,Wheat,3000.0,3200.0,3150.0
2023-07-10,Raichur,KARNATAKA,Wheat,2250.0,2250.0,2250.0
2023-04-15,Amreli,GUJARAT,Wheat,2175.0,3055.0,2615.0
2023-07-20,Tonk,RAJASTHAN,Wheat,2150.0,2400.0,2275.0
2023-05-20,Birbhum,WEST BENGAL,Wheat,2200.0,2250.0,2250.0
2023-09-15,Hanumangarh,RAJASTHAN,Wheat,2350.0,2365.0,2357.0
2023-06-16,Banda,UTTAR PRADESH,Wheat,2125.0,2200.0,2200.0
2023-02-22,Balrampur,UTTAR PRADESH,Rice,2440.0,2660.0,2555.0
2023-08-06,Hugli ,WEST BENGAL,Rice,3800.0,4000.0,3900.0
2023-10-02,Ganganagar ,RAJASTHAN,Wheat,2290.0,2326.0,2310.0
2023-11-06,Ahmadnagar,MAHARASHTRA,Wheat,2100.0,2700.0,2600.0
2023-05-02,Kolar,KARNATAKA,Rice,4600.0,5000.0,4816.0
2023-03-19,Akola,MAHARASHTRA,Wheat,1785.0,2400.0,1800.0
2023-11-23,Kota,RAJASTHAN,Wheat,2300.0,2840.0,2612.0
2023-05-01,Bhavnagar,GUJARAT,Wheat,2000.0,3480.0,2740.0
2023-03-07,Shivpuri,MADHYA PRADESH,Wheat,2170.0,2290.0,2180.0
2023-12-05,Mirzapur,UTTAR PRADESH,Wheat,2385.0,2500.0,2440.0
2023-10-19,Junagadh,GUJARAT,Wheat,2400.0,2820.0,2610.0
2023-06-28,Bulandshahr ,UTTAR PRADESH,Wheat,2230.0,2250.0,2240.0
2023-03-31,Etawah,UTTAR PRADESH,Rice,2310.0,2510.0,2410.0
2023-06-08,Junagadh,GUJARAT,Wheat,2050.0,2340.0,2195.0
2023-09-30,Aligarh,UTTAR PRADESH,Wheat,2330.0,2360.0,2345.0
2023-07-23,Banda,UTTAR PRADESH,Wheat,2125.0,2200.0,2160.0
2023-06-08,Haora ,WEST BENGAL,Rice,3200.0,3400.0,3300.0
2023-08-24,Ajmer,RAJASTHAN,Wheat,2100.0,2590.0,2490.0
2023-05-02,Udham Singh Nagar,UTTARAKHAND,Wheat,2150.0,2170.0,2160.0
2023-11-22,Fatehpur,UTTAR PRADESH,Rice,2250.0,2270.0,2260.0
2023-08-25,Osmanabad,MAHARASHTRA,Wheat,2411.0,2700.0,2451.0
2023-04-15,Kheda,GUJARAT,Wheat,2000.0,2250.0,2125.0
2023-11-28,Fatehpur,UTTAR PRADESH,Rice,2440.0,2640.0,2550.0
2023-06-21,Purba Medinipur,WEST BENGAL,Rice,3500.0,3700.0,3600.0
2023-05-03,Mahoba,UTTAR PRADESH,Rice,2450.0,2550.0,2490.0
2023-06-12,Khargone (West Nimar),MADHYA PRADESH,Wheat,2201.0,2415.0,2325.0
2023-01-06,Balangir,ODISHA,Rice,3400.0,3500.0,3400.0
2023-08-14,Hardoi,UTTAR PRADESH,Rice,2550.0,2620.0,2590.0
2023-07-31,Bidar,KARNATAKA,Rice,4500.0,6100.0,5500.0
2023-05-05,Gulbarga,KARNATAKA,Rice,4150.0,5100.0,4650.0
2023-01-09,Bhopal,MADHYA PRADESH,Wheat,2626.0,2859.0,2840.0
2023-12-11,Kheda,GUJARAT,Wheat,2500.0,2625.0,2562.0
2023-01-27,Agra,UTTAR PRADESH,Wheat,2750.0,2850.0,2810.0
2023-07-20,Fatehpur,UTTAR PRADESH,Wheat,2150.0,2250.0,2200.0
2023-03-14,Barddhaman ,WEST BENGAL,Rice,2700.0,2720.0,2720.0
2023-06-10,Bara Banki,UTTAR PRADESH,Rice,2780.0,2820.0,2800.0
2023-09-11,Shajapur,MADHYA PRADESH,Wheat,1890.0,2170.0,2105.0
2023-09-05,Bikaner,RAJASTHAN,Wheat,2324.0,2324.0,2324.0
2023-02-10,Purba Medinipur,WEST BENGAL,Rice,2600.0,2800.0,2700.0
2023-04-22,Mansa,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-07-29,Gorakhpur,UTTAR PRADESH,Rice,2624.0,2900.0,2745.0
2023-07-20,Budaun,UTTAR PRADESH,Wheat,2250.0,2300.0,2270.0
2023-02-22,Chhindwara,MADHYA PRADESH,Wheat,2128.0,2351.0,2205.0
2023-06-30,Paschim Medinipur,WEST BENGAL,Rice,3800.0,4000.0,3900.0
2023-01-07,Uttar Dinajpur,WEST BENGAL,Rice,3600.0,3800.0,3700.0
2023-12-14,Dewas,MADHYA PRADESH,Wheat,1690.0,3235.0,2400.0
2023-02-27,Morena,MADHYA PRADESH,Wheat,2207.0,2799.0,2580.0
2023-07-26,South Twenty Four Parganas,WEST BENGAL,Rice,2900.0,3100.0,3000.0
2023-09-06,Dhule,MAHARASHTRA,Wheat,2481.0,2481.0,2481.0
2023-06-24,Auraiya,UTTAR PRADESH,Wheat,2150.0,2350.0,2250.0
2023-12-26,Bara Banki,UTTAR PRADESH,Wheat,2450.0,2550.0,2500.0
2023-11-22,Harda ,MADHYA PRADESH,Wheat,2400.0,2694.0,2590.0
2023-06-07,Paschim Medinipur,WEST BENGAL,Rice,3200.0,3400.0,3300.0
2023-11-17,Baran,RAJASTHAN,Wheat,2470.0,2486.0,2478.0
2023-08-17,Pratapgarh,UTTAR PRADESH,Wheat,2250.0,2350.0,2300.0
2023-05-29,West Tripura ,TRIPURA,Rice,3150.0,3250.0,3200.0
2023-12-14,Meerut,UTTAR PRADESH,Rice,2950.0,2990.0,2975.0
2023-07-04,Jalgaon,MAHARASHTRA,Wheat,2400.0,2415.0,2400.0
2023-12-26,Bangalore,KARNATAKA,Rice,5600.0,5900.0,5750.0
2023-03-03,Nandurbar,MAHARASHTRA,Wheat,2000.0,2215.0,2186.0
2023-07-10,Birbhum,WEST BENGAL,Rice,3000.0,3200.0,3100.0
2023-07-18,Mathura,UTTAR PRADESH,Wheat,2125.0,2290.0,2230.0
2023-07-13,Bhilwara,RAJASTHAN,Wheat,2180.0,2325.0,2215.0
2023-08-23,Hamirpur,UTTAR PRADESH,Rice,2500.0,2600.0,2560.0
2023-07-21,Birbhum,WEST BENGAL,Wheat,2400.0,2500.0,2450.0
2023-07-25,Murshidabad ,WEST BENGAL,Rice,3560.0,3625.0,3600.0
2023-01-19,Jalaun ,UTTAR PRADESH,Wheat,2775.0,2775.0,2775.0
2023-06-12,Jabalpur,MADHYA PRADESH,Wheat,2200.0,2310.0,2265.0
2023-06-12,Etawah,UTTAR PRADESH,Rice,2360.0,2560.0,2460.0
2023-08-26,Surguja,CHHATTISGARH,Wheat,2125.0,2125.0,2125.0
2023-05-13,Gorakhpur,UTTAR PRADESH,Wheat,2200.0,2220.0,2210.0
2023-05-16,Malappuram,KERALA,Rice,3200.0,3600.0,3400.0
2023-06-13,Chhatarpur,MADHYA PRADESH,Wheat,1980.0,2200.0,2050.0
2023-07-09,Alirajpur,MADHYA PRADESH,Wheat,1900.0,2050.0,2000.0
2023-10-11,Gandhinagar,GUJARAT,Wheat,2490.0,2575.0,2525.0
2023-10-04,Jhansi,UTTAR PRADESH,Wheat,2300.0,2400.0,2390.0
2023-08-10,Bhind,MADHYA PRADESH,Wheat,2310.0,2339.0,2330.0
2023-09-30,Dhar,MADHYA PRADESH,Wheat,2200.0,3050.0,2640.0
2023-10-25,Bankura ,WEST BENGAL,Rice,3550.0,3650.0,3600.0
2023-08-01,Jalaun ,UTTAR PRADESH,Wheat,2180.0,2200.0,2190.0
2023-11-11,Kheri,UTTAR PRADESH,Wheat,2300.0,2380.0,2345.0
2023-04-28,Ballia,UTTAR PRADESH,Wheat,2125.0,2300.0,2200.0
2023-04-22,Khandwa (East Nimar),MADHYA PRADESH,Wheat,2200.0,2200.0,2200.0
2023-01-14,Satna,MADHYA PRADESH,Wheat,2500.0,2500.0,2500.0
2023-01-30,Unnao,UTTAR PRADESH,Rice,2425.0,2475.0,2450.0
2023-05-12,Ballia,UTTAR PRADESH,Wheat,2120.0,2150.0,2135.0
2023-07-08,Agra,UTTAR PRADESH,Wheat,2200.0,2280.0,2240.0
2023-02-10,Shajapur,MADHYA PRADESH,Wheat,1970.0,2395.0,2250.0
2023-06-06,Hoshangabad,MADHYA PRADESH,Wheat,2130.0,2130.0,2130.0
2023-08-08,Deoria,UTTAR PRADESH,Rice,2740.0,2760.0,2750.0
2023-11-24,Balrampur,UTTAR PRADESH,Wheat,2475.0,2550.0,2520.0
2023-12-05,Wardha,MAHARASHTRA,Wheat,2435.0,2580.0,2500.0
2023-07-09,Aligarh,UTTAR PRADESH,Rice,2900.0,3010.0,2960.0
2023-08-29,Barddhaman ,WEST BENGAL,Rice,3250.0,3350.0,3300.0
2023-03-16,Maldah ,WEST BENGAL,Rice,3600.0,3750.0,3700.0
2023-05-26,Parbhani,MAHARASHTRA,Wheat,2600.0,3000.0,2850.0
2023-06-12,Barddhaman ,WEST BENGAL,Rice,2750.0,2950.0,2850.0
2023-04-26,Satna,MADHYA PRADESH,Wheat,1949.0,1995.0,1960.0
2023-09-16,Ghazipur,UTTAR PRADESH,Rice,2630.0,2690.0,2660.0
2023-11-01,Bankura ,WEST BENGAL,Rice,4200.0,4400.0,4300.0
2023-07-20,Muzaffarnagar,UTTAR PRADESH,Wheat,2250.0,2290.0,2270.0
2023-11-19,Chandauli,UTTAR PRADESH,Wheat,2370.0,2400.0,2390.0
2023-06-24,Bikaner,RAJASTHAN,Wheat,2020.0,2240.0,2130.0
2023-08-12,West Tripura ,TRIPURA,Rice,4700.0,4900.0,4800.0
2023-08-28,Ujjain,MADHYA PRADESH,Wheat,2315.0,2791.0,2500.0
2023-01-12,Birbhum,WEST BENGAL,Wheat,3000.0,3100.0,3060.0
2023-08-13,Bareilly,UTTAR PRADESH,Rice,2650.0,2685.0,2670.0
2023-08-25,Muzaffarnagar,UTTAR PRADESH,Wheat,2305.0,2345.0,2325.0
2023-08-23,Azamgarh,UTTAR PRADESH,Wheat,2275.0,2375.0,2325.0
2023-07-11,Balrampur,UTTAR PRADESH,Wheat,2230.0,2450.0,2340.0
2023-08-28,Kota,RAJASTHAN,Wheat,2321.0,2517.0,2450.0
2023-07-03,Seoni,MADHYA PRADESH,Wheat,1850.0,2225.0,2225.0
2023-04-18,Khargone (West Nimar),MADHYA PRADESH,Wheat,2200.0,2200.0,2200.0
2023-06-29,Rajkot,GUJARAT,Wheat,2000.0,2250.0,2125.0
2023-10-07,Murshidabad ,WEST BENGAL,Wheat,2340.0,2440.0,2390.0
2023-12-28,Bid,MAHARASHTRA,Wheat,2345.0,3300.0,2800.0
2023-05-25,Dhar,MADHYA PRADESH,Wheat,2180.0,2914.0,2390.0
2023-10-13,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,Rice,2620.0,2720.0,2670.0
2023-02-09,Bijapur,KARNATAKA,Wheat,2200.0,3600.0,2900.0
2023-02-09,Kota,RAJASTHAN,Wheat,2470.0,2669.0,2569.0
2023-07-20,Chittaurgarh,RAJASTHAN,Wheat,2150.0,2350.0,2250.0
2023-09-27,Raigarh,CHHATTISGARH,Wheat,2200.0,2200.0,2200.0
2023-05-11,Birbhum,WEST BENGAL,Rice,2900.0,3000.0,2950.0
2023-08-08,Shimoga,KARNATAKA,Rice,3500.0,6500.0,5000.0
2023-05-29,Dhar,MADHYA PRADESH,Wheat,2175.0,2370.0,2221.0
2023-09-21,Uttar Dinajpur,WEST BENGAL,Wheat,2350.0,2450.0,2400.0
2023-02-16,Murshidabad ,WEST BENGAL,Rice,3465.0,3510.0,3485.0
2023-02-20,Azamgarh,UTTAR PRADESH,Wheat,2700.0,2800.0,2750.0
2023-07-26,Junagadh,GUJARAT,Wheat,2105.0,2595.0,2400.0
2023-01-17,Dewas,MADHYA PRADESH,Wheat,2480.0,2876.0,2540.0
2023-06-08,Kabeerdham,CHHATTISGARH,Wheat,2274.0,2274.0,2274.0
2023-04-03,West Tripura ,TRIPURA,Rice,4400.0,4500.0,4450.0
2023-06-15,Washim,MAHARASHTRA,Wheat,2200.0,2460.0,2250.0
2023-06-22,Nagpur,MAHARASHTRA,Wheat,2195.0,2271.0,2200.0
2023-05-10,Chitrakoot,UTTAR PRADESH,Wheat,2100.0,2125.0,2125.0
2023-08-16,Rampur,UTTAR PRADESH,Wheat,2130.0,2170.0,2150.0
2023-08-07,Sitapur,UTTAR PRADESH,Wheat,2280.0,2350.0,2300.0
2023-11-10,Kanpur Nagar,UTTAR PRADESH,Wheat,2550.0,2650.0,2600.0
2023-09-06,Gorakhpur,UTTAR PRADESH,Wheat,2250.0,2270.0,2270.0
2023-12-15,Mirzapur,UTTAR PRADESH,Wheat,2350.0,2550.0,2450.0
2023-03-23,North Tripura,TRIPURA,Rice,2900.0,3000.0,2950.0
2023-09-01,Bulandshahr ,UTTAR PRADESH,Rice,2800.0,3050.0,2960.0
2023-10-03,Kanpur Nagar,UTTAR PRADESH,Rice,2600.0,2700.0,2650.0
2023-04-22,Shahjahanpur,UTTAR PRADESH,Rice,2580.0,2740.0,2660.0
2023-01-27,Buldana,MAHARASHTRA,Wheat,2400.0,3000.0,2750.0
2023-09-16,Puruliya,WEST BENGAL,Rice,3500.0,3700.0,3600.0
2023-11-16,Dohad  ,GUJARAT,Rice,4700.0,5600.0,5300.0
2023-09-20,Rewa,MADHYA PRADESH,Wheat,2300.0,2315.0,2310.0
2023-10-10,Anand  ,GUJARAT,Wheat,2000.0,2470.0,2250.0
2023-06-03,Mahrajganj,UTTAR PRADESH,Wheat,2140.0,2340.0,2240.0
2023-12-14,Rae Bareli,UTTAR PRADESH,Wheat,2400.0,2475.0,2425.0
2023-03-14,Kannauj,UTTAR PRADESH,Rice,2320.0,2420.0,2370.0
2023-10-15,Jalaun ,UTTAR PRADESH,Wheat,2300.0,2350.0,2335.0
2023-04-02,Nagpur,MAHARASHTRA,Wheat,1900.0,2351.0,2050.0
2023-06-01,Paschim Medinipur,WEST BENGAL,Rice,3700.0,3900.0,3800.0
2023-09-17,Chitrakoot,UTTAR PRADESH,Wheat,2200.0,2500.0,2300.0
2023-09-05,Bhavnagar,GUJARAT,Wheat,2355.0,3080.0,2720.0
2023-04-28,Etah,UTTAR PRADESH,Wheat,2125.0,2135.0,2125.0
2023-07-19,Lalitpur,UTTAR PRADESH,Wheat,2125.0,2200.0,2200.0
2023-03-20,Sultanpur,UTTAR PRADESH,Wheat,2150.0,2240.0,2190.0
2023-12-28,Etah,UTTAR PRADESH,Wheat,2300.0,2375.0,2350.0
2023-05-11,Barddhaman ,WEST BENGAL,Rice,2700.0,2900.0,2800.0
2023-05-31,Patan  ,GUJARAT,Wheat,2100.0,2800.0,2450.0
2023-05-23,Bahraich,UTTAR PRADESH,Rice,2520.0,2750.0,2650.0
2023-09-15,Jhalawar,RAJASTHAN,Wheat,2350.0,2423.0,2387.0
2023-09-01,Harda ,MADHYA PRADESH,Wheat,2400.0,2451.0,2445.0
2023-10-09,Jalgaon,MAHARASHTRA,Wheat,2900.0,2900.0,2900.0
2023-05-11,Bulandshahr ,UTTAR PRADESH,Wheat,2125.0,2130.0,2127.0
2023-05-01,Hoshiarpur,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-11-06,Khargone (West Nimar),MADHYA PRADESH,Wheat,2570.0,2970.0,2760.0
2023-12-02,Hugli ,WEST BENGAL,Rice,3600.0,3700.0,3650.0
2023-08-18,Ratlam,MADHYA PRADESH,Wheat,2350.0,3050.0,2500.0
2023-07-15,Chhatarpur,MADHYA PRADESH,Wheat,2100.0,2200.0,2150.0
2023-08-01,Ambedkar Nagar,UTTAR PRADESH,Rice,2600.0,2640.0,2630.0
2023-02-23,Amravati,MAHARASHTRA,Wheat,2050.0,2550.0,2300.0
2023-06-11,Unnao,UTTAR PRADESH,Wheat,2160.0,2250.0,2200.0
2023-02-16,Bulandshahr ,UTTAR PRADESH,Wheat,2420.0,2520.0,2470.0
2023-09-29,Washim,MAHARASHTRA,Wheat,2500.0,2516.0,2509.0
2023-12-15,Banas Kantha,GUJARAT,Wheat,2250.0,2475.0,2475.0
2023-10-03,Shahjahanpur,UTTAR PRADESH,Wheat,2250.0,2450.0,2350.0
2023-03-18,Fatehpur,UTTAR PRADESH,Wheat,2100.0,2300.0,2200.0
2023-02-16,Mirzapur,UTTAR PRADESH,Wheat,2750.0,2875.0,2800.0
2023-05-08,Mansa,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-12-05,Balangir,ODISHA,Rice,3400.0,3500.0,3400.0
2023-05-06,Rampur,UTTAR PRADESH,Wheat,2130.0,2170.0,2150.0
2023-11-15,Bulandshahr ,UTTAR PRADESH,Wheat,2210.0,2250.0,2240.0
2023-08-20,Rae Bareli,UTTAR PRADESH,Wheat,2250.0,2260.0,2255.0
2023-02-13,Moradabad,UTTAR PRADESH,Rice,2680.0,2700.0,2690.0
2023-07-14,Bankura ,WEST BENGAL,Rice,4650.0,4750.0,4700.0
2023-04-29,Kaushambi,UTTAR PRADESH,Wheat,2050.0,2185.0,2135.0
2023-07-06,Firozabad,UTTAR PRADESH,Wheat,2270.0,2320.0,2290.0
2023-07-14,Mahesana,GUJARAT,Wheat,2175.0,2275.0,2200.0
2023-08-22,Sehore,MADHYA PRADESH,Wheat,2381.0,2471.0,2445.0
2023-08-26,Ahmadnagar,MAHARASHTRA,Wheat,2256.0,2294.0,2271.0
2023-05-30,Shivpuri,MADHYA PRADESH,Wheat,2100.0,2240.0,2165.0
2023-07-05,Bharatpur,RAJASTHAN,Wheat,2000.0,2177.0,2088.0
2023-04-14,Jaunpur,UTTAR PRADESH,Wheat,2100.0,2150.0,2130.0
2023-05-27,Jaunpur,UTTAR PRADESH,Rice,2500.0,2600.0,2550.0
2023-04-19,Rajkot,GUJARAT,Wheat,2105.0,2325.0,2225.0
2023-04-11,Sehore,MADHYA PRADESH,Wheat,2400.0,4986.0,3170.0
2023-11-18,Dindori ,MADHYA PRADESH,Wheat,2300.0,2400.0,2300.0
2023-06-23,Raisen,MADHYA PRADESH,Wheat,2112.0,2355.0,2210.0
2023-07-19,Sehore,MADHYA PRADESH,Wheat,2180.0,2559.0,2321.0
2023-04-29,Moradabad,UTTAR PRADESH,Wheat,2120.0,2140.0,2130.0
2023-08-14,Morena,MADHYA PRADESH,Wheat,2125.0,2125.0,2125.0
2023-05-03,Dhule,MAHARASHTRA,Wheat,2101.0,2612.0,2236.0
2023-10-03,Dhar,MADHYA PRADESH,Wheat,2350.0,2926.0,2500.0
2023-04-26,Firozabad,UTTAR PRADESH,Wheat,2150.0,2170.0,2160.0
2023-09-23,Ganganagar ,RAJASTHAN,Wheat,2300.0,2300.0,2300.0
2023-12-21,Kanpur Dehat,UTTAR PRADESH,Wheat,2525.0,2560.0,2540.0
2023-09-02,Allahabad ,UTTAR PRADESH,Rice,2550.0,2630.0,2600.0
2023-09-12,Haora ,WEST BENGAL,Rice,3400.0,3600.0,3500.0
2023-08-17,Nadia ,WEST BENGAL,Rice,4500.0,4650.0,4600.0
2023-07-07,Kota,RAJASTHAN,Wheat,2121.0,2453.0,2250.0
2023-03-08,Shajapur,MADHYA PRADESH,Wheat,1920.0,1920.0,1920.0
2023-09-13,Bhind,MADHYA PRADESH,Wheat,2280.0,2290.0,2285.0
2023-07-22,Bulandshahr ,UTTAR PRADESH,Wheat,2100.0,2200.0,2150.0
2023-10-16,Unnao,UTTAR PRADESH,Wheat,2280.0,2350.0,2310.0
2023-04-09,Bhind,MADHYA PRADESH,Wheat,2000.0,2017.0,2010.0
2023-03-25,Chittaurgarh,RAJASTHAN,Wheat,2150.0,2310.0,2250.0
2023-03-04,Dhar,MADHYA PRADESH,Wheat,2160.0,2299.0,2211.0
2023-01-19,Ghaziabad,UTTAR PRADESH,Wheat,2850.0,2870.0,2860.0
2023-04-13,Paschim Medinipur,WEST BENGAL,Rice,3400.0,3600.0,3500.0
2023-05-02,Gandhinagar,GUJARAT,Wheat,2120.0,2365.0,2242.0
2023-10-28,Balrampur,UTTAR PRADESH,Rice,2620.0,2660.0,2640.0
2023-02-14,Firozabad,UTTAR PRADESH,Wheat,2440.0,2460.0,2450.0
2023-12-19,Jalna,MAHARASHTRA,Wheat,2400.0,3200.0,2700.0
2023-04-30,Dewas,MADHYA PRADESH,Wheat,1940.0,2754.0,2150.0
2023-08-23,Kannauj,UTTAR PRADESH,Rice,2450.0,2550.0,2500.0
2023-01-23,Aurangabad,MAHARASHTRA,Wheat,2700.0,2900.0,2800.0
2023-01-27,Ghazipur,UTTAR PRADESH,Rice,2660.0,2700.0,2680.0
2023-10-24,Sagar,MADHYA PRADESH,Wheat,4200.0,4200.0,4200.0
2023-06-09,Sonbhadra,UTTAR PRADESH,Rice,2400.0,2600.0,2520.0
2023-04-17,Bhandara,MAHARASHTRA,Wheat,2000.0,2500.0,2100.0
2023-12-30,Jabalpur,MADHYA PRADESH,Wheat,2100.0,2300.0,2300.0
2023-03-24,Solapur,MAHARASHTRA,Wheat,2000.0,2651.0,2300.0
2023-08-05,Rajgarh,MADHYA PRADESH,Wheat,2100.0,2340.0,2200.0
2023-12-27,Chhindwara,MADHYA PRADESH,Wheat,2300.0,2375.0,2300.0
2023-05-09,Bijnor,UTTAR PRADESH,Wheat,2100.0,2250.0,2150.0
2023-06-22,Uttar Dinajpur,WEST BENGAL,Rice,3400.0,3600.0,3500.0
2023-11-05,Gwalior,MADHYA PRADESH,Wheat,2450.0,2545.0,2500.0
2023-12-18,Wardha,MAHARASHTRA,Wheat,2200.0,2450.0,2400.0
2023-10-10,Sehore,MADHYA PRADESH,Wheat,2420.0,2500.0,2475.0
2023-12-02,Karauli,RAJASTHAN,Wheat,2532.0,2573.0,2553.0
2023-09-14,Jabalpur,MADHYA PRADESH,Wheat,2340.0,2580.0,2500.0
